id|gender|age|height|edu|salary|nation|car|house|body|face|hair|smoke|drink|child|parent|bmi|where2|where0|where1|marriage0|marriage1|look0|look1|class
14758030|M|30|162|4|0.0|1|-1|0|-1.0|0|5.0|1|0|0|0|26.0|3|1|0|1|1|1|1|0
4917241|M|28|165|2|-1.0|1|-1|1|1.0|0|5.0|3|0|1|-1|27.5|2|1|0|0|0|0|0|4
26901576|M|29|166|2|1.0|1|0|0|-1.0|0|5.0|1|0|1|0|25.0|4|0|-1|0|0|0|0|2
31913498|M|30|164|3|0.0|1|-1|1|0.0|0|5.0|1|-1|1|0|23.0|3|1|0|0|0|0|1|4
2509553|M|31|165|2|-1.0|1|-1|0|0.0|0|5.0|3|1|1|1|27.5|3|1|0|0|0|0|1|4
4354599|M|27|162|2|0.0|1|-1|0|0.0|0|3.0|1|1|1|0|24.5|2|1|0|0|0|0|0|4
39697317|M|26|152|2|-1.0|1|0|0|0.0|0|3.0|3|1|1|1|22.0|1|-1|-1|0|0|0|0|2
3012316|M|35|160|2|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|25.0|0|0|0|0|0|1|0|1
23151726|M|44|160|1|0.0|1|-1|1|0.0|0|5.0|1|1|0|0|29.0|2|0|1|1|1|0|0|0
26530681|M|25|160|2|-1.0|1|-1|0|0.0|0|5.0|1|0|1|0|23.0|3|-1|-1|0|0|0|0|2
14104594|M|34|165|2|2.0|1|0|0|0.0|1|5.0|0|1|0|0|25.0|3|1|0|0|0|0|1|1
53149055|M|26|170|3|1.0|1|-1|0|-1.0|0|5.0|3|1|1|0|23.0|0|0|0|0|0|0|1|4
14924524|M|26|162|2|-1.0|1|1|0|-1.0|0|5.0|0|0|0|0|22.5|1|0|1|0|0|0|0|4
5952380|M|30|165|1|-1.0|0|-1|0|1.0|0|1.0|-5|-4|1|-1|49.0|0|0|0|1|1|1|1|0
39644536|M|22|160|3|0.0|1|-1|0|0.0|0|5.0|1|0|0|1|24.0|3|1|0|0|0|0|0|4
15500740|M|26|157|1|-1.0|1|-1|0|1.0|0|5.0|1|-1|1|0|27.5|4|0|-1|0|0|1|1|2
16565134|M|35|164|3|0.0|1|-1|1|1.0|0|2.0|1|-1|1|0|32.5|1|0|0|1|0|1|1|1
3602832|M|31|160|2|-1.0|1|-1|0|-1.0|0|5.0|3|0|0|0|22.5|4|0|-1|0|0|0|0|2
12193955|M|30|161|2|-1.0|1|-1|0|0.0|0|5.0|1|0|1|1|-1.0|1|1|0|0|0|0|0|4
31880602|M|36|167|1|0.0|1|0|0|-1.0|0|5.0|1|0|1|0|28.0|3|1|0|0|0|0|1|4
2144283|M|30|163|3|0.0|1|1|1|0.0|0|5.0|0|0|1|-1|25.0|4|0|-1|0|0|0|0|2
3716190|M|34|160|2|-1.0|1|-1|0|-1.0|0|3.0|3|1|0|-1|22.5|0|0|0|0|0|0|0|4
3096741|M|30|155|2|1.0|1|-1|0|-1.0|0|3.0|1|0|1|1|20.0|3|0|-1|0|0|0|0|2
33424820|M|31|160|3|-1.0|1|-1|0|0.0|0|5.0|3|1|0|-1|24.5|1|-1|1|0|0|1|0|1
42173212|M|26|155|2|0.0|1|-1|0|0.0|1|5.0|1|-1|1|0|22.5|1|-1|-1|0|0|0|0|2
2581879|M|28|168|2|-1.0|1|-1|0|0.0|0|5.0|1|-1|1|1|-1.0|4|0|-1|0|0|0|0|2
3755689|M|27|160|3|0.0|0|0|0|1.0|0|3.0|1|0|1|0|22.5|1|0|-1|0|0|0|0|3
13085770|M|27|162|2|0.0|1|-1|0|1.0|0|5.0|1|1|1|1|27.5|0|0|0|0|0|0|1|4
5266147|M|28|163|3|0.0|1|-1|0|0.0|0|5.0|1|1|1|1|23.5|1|1|0|0|0|1|0|1
26767008|M|28|170|1|-1.0|1|-1|0|0.0|0|2.0|1|0|1|1|27.5|3|0|1|0|0|1|1|1
2460857|M|36|160|5|0.0|1|1|1|0.0|0|5.0|3|1|1|0|25.0|3|1|0|1|0|0|0|4
3004709|M|32|164|3|1.0|1|-1|1|0.0|0|3.0|3|1|0|0|21.0|0|0|0|0|0|0|0|4
84531154|M|22|160|3|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|3|0|0|0|0|0|0|3
21339507|M|27|167|2|-1.0|1|-1|0|0.0|0|5.0|3|1|1|0|-1.0|2|1|0|0|0|1|0|1
12365830|M|31|158|2|-1.0|1|-1|0|0.0|0|5.0|1|-1|1|1|22.5|1|0|0|0|0|0|0|4
14316621|M|30|164|1|-1.0|0|-1|0|0.0|0|5.0|1|1|0|1|27.5|1|0|1|0|0|0|0|4
1815310|M|32|162|2|0.0|1|-1|0|0.0|0|5.0|3|0|1|1|26.5|0|0|0|0|0|0|1|4
15995264|M|41|170|1|-1.0|1|-1|0|1.0|1|2.0|3|1|0|0|32.5|1|0|-1|0|0|1|1|1
1176328|M|35|168|3|1.0|1|-1|1|0.0|0|5.0|3|1|1|-1|29.0|0|0|0|0|0|0|0|4
2152123|M|32|161|5|1.0|1|-1|0|0.0|0|0.0|3|1|1|0|25.0|3|-1|1|0|0|0|0|4
41191528|M|26|165|1|-1.0|1|-1|0|-1.0|0|5.0|3|0|1|0|48.0|3|1|1|0|0|0|0|4
27062246|M|26|160|3|-1.0|0|-1|0|-1.0|0|5.0|1|0|1|1|21.5|1|0|-1|0|0|0|0|2
12340333|M|35|168|1|-1.0|1|-1|0|1.0|1|5.0|1|1|0|0|30.0|3|1|1|0|0|1|1|1
81854365|M|33|166|2|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|0|0|0|0|0|0|0|3
11693590|M|28|168|2|-1.0|1|-1|0|-1.0|0|5.0|1|1|0|0|22.5|2|0|0|1|1|0|1|0
8103055|M|31|158|2|-1.0|1|-1|0|0.0|0|5.0|3|0|1|0|24.0|3|1|1|0|0|0|0|4
45308513|M|43|160|2|0.0|1|0|0|0.0|0|5.0|1|-1|0|1|28.0|1|0|-1|1|1|1|0|0
52810742|M|27|160|1|-1.0|1|-1|0|0.0|0|2.0|3|1|0|0|23.0|3|0|-1|0|0|1|0|2
53555971|M|25|165|2|-1.0|0|0|0|0.0|0||3|0|0|0|25.0|1|0|-1|0|0|0|1|3
21497720|M|56|166|1|-1.0|1|-1|1|0.0|0|2.0|3|-1|-1|0|29.0|3|1|0|1|1|1|1|0
5119856|M|28|165|2|-1.0|1|-1|0|-1.0|0|5.0|1|0|1|0|23.0|1|-1|1|0|0|0|0|4
17043892|M|28|155|1|-1.0|1|0|0|0.0|0|0.0|3|0|0|0|-1.0|3|-1|1|0|0|0|0|3
4878827|M|32|160|3|-1.0|1|-1|0|0.0|0|3.0|3|1|1|0|27.5|2|1|0|0|0|0|0|4
1359646|M|31|165|5|1.0|1|-1|1|0.0|0|5.0|1|1|1|0|29.0|0|0|0|1|1|0|1|0
20710555|M|28|155|3|-1.0|1|-1|0|0.0|0|3.0|3|0|1|0|24.0|0|0|0|0|0|1|0|1
4665114|M|30|160|2|-1.0|0|-1|0|0.0|0|5.0|1|0|0|0|-1.0|1|0|-1|0|0|0|0|3
14475210|M|27|168|2|-1.0|1|-1|0|0.0|0|2.0|1|-1|0|0|-1.0|2|1|0|0|0|0|0|3
2109704|M|31|165|3|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|28.0|3|1|0|0|0|0|0|3
31197490|M|25|163|1|0.0|1|-1|0|0.0|0|2.0|1|0|1|1|25.0|1|1|0|0|0|0|0|4
2143673|M|32|160|2|0.0|1|-1|0|-1.0|0|0.0|0|0|0|0|22.5|4|0|-1|0|0|0|0|3
32719950|M|32|163|1|-1.0|1|-1|0|-1.0|0|5.0|1|1|1|1|22.5|1|1|0|0|0|1|0|1
12769424|M|29|164|2|0.0|1|-1|0|0.0|0|5.0|1|0|1|0|29.0|3|0|-1|0|0|1|1|2
14543463|M|32|167|5|-1.0|1|-1|0|1.0|0|5.0|1|1|1|1|31.0|3|1|1|0|0|1|0|1
13857614|M|45|166|3|0.0|1|-1|0|1.0|1|2.0|1|0|-1|-1|-1.0|2|1|0|1|1|1|1|0
27156482|M|41|160|2|3.0|1|1|1|-1.0|0|2.0|1|0|-1|1|22.5|3|0|-1|1|1|1|0|0
16795865|M|38|160|3|0.0|0|-1|0|0.0|0|5.0|3|1|0|0|26.0|3|0|0|0|0|0|1|4
7549245|M|29|155|2|-1.0|1|-1|0|0.0|0|2.0|1|1|1|0|23.0|2|1|0|0|0|0|0|4
6570674|M|35|160|3|0.0|1|1|1|1.0|0|5.0|1|0|1|0|27.5|3|1|1|0|0|1|1|1
47051457|M|33|170|3|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|-1.0|1|0|-1|0|0|0|0|3
54004257|M|29|163|3|1.0|1|1|1|0.0|0|3.0|3|1|1|0|-1.0|3|1|0|0|0|0|1|4
4656445|M|27|157|2|-1.0|1|0|0|0.0|0|3.0|0|0|0|0|22.5|1|0|-1|0|0|0|0|3
12338016|M|31|170|3|0.0|1|1|0|0.0|1|5.0|3|-1|1|-1|27.5|4|0|-1|0|0|0|1|1
20589044|M|39|155|3|0.0|1|-1|0|0.0|0|5.0|3|-1|1|1|27.0|3|1|1|0|0|1|0|1
1339045|M|29|160|2|-1.0|1|-1|0|0.0|0|3.0|-1|1|1|1|26.0|1|0|-1|1|1|1|1|0
3697815|M|40|165|2|0.0|1|0|0|0.0|0|0.0|0|0|0|0|27.0|3|1|0|1|1|0|0|0
25971829|M|27|160|3|-1.0|1|0|0|-1.0|0|5.0|0|0|0|0|-1.0|3|1|0|0|0|0|0|3
70205772|M|26|149|2|0.0|1|0|0|0.0|0|0.0|0|0|0|0|-1.0|3|1|0|0|0|0|0|3
20953727|M|33|170|2|0.0|1|-1|1|1.0|0|5.0|1|0|0|1|60.0|3|0|0|1|1|1|1|0
12978101|M|36|160|2|1.0|1|-1|0|1.0|0|5.0|1|-1|1|1|27.5|3|1|0|0|0|0|1|4
12655229|M|48|162|3|0.0|1|1|1|-1.0|0|5.0|3|0|1|1|27.5|1|0|0|1|1|1|0|0
2881962|M|29|162|2|-1.0|1|-1|0|0.0|0|3.0|1|1|1|1|25.0|0|1|0|0|0|0|0|4
8703921|M|31|162|3|-1.0|1|-1|0|0.0|0|5.0|1|-1|1|0|26.0|3|1|1|0|0|0|0|4
3527148|M|28|158|2|0.0|1|-1|0|-1.0|0|5.0|3|1|0|0|22.0|4|0|-1|0|0|1|1|2
2989148|M|31|162|3|-1.0|1|0|0|0.0|0|5.0|1|0|1|1|26.0|1|-1|-1|0|0|0|0|2
2897708|M|34|160|3|0.0|1|-1|0|0.0|0|5.0|3|0|1|0|23.0|0|0|0|0|0|0|0|4
11803945|M|31|170|3|0.0|1|-1|1|-1.0|0|5.0|0|0|1|-1|26.5|1|-1|-1|0|0|0|0|2
1909520|M|37|169|3|-1.0|0|-1|0|1.0|0|5.0|3|1|1|-1|31.0|0|0|0|0|0|0|1|4
2838643|M|56|165|2|0.0|1|1|1|1.0|0|5.0|1|1|-1|-1|29.0|2|0|1|1|1|1|1|0
5291052|M|39|165|2|0.0|1|-1|0|0.0|0|5.0|-1|0|1|-1|27.5|3|-1|-1|0|0|1|1|2
11876019|M|34|161|3|0.0|1|-1|1|1.0|0|2.0|-4|-1|0|0|25.0|3|-1|-1|0|0|0|0|3
12183903|M|35|163|2|1.0|1|-1|0|-1.0|0|5.0|1|0|1|1|22.5|4|0|-1|0|0|0|1|2
1689109|M|30|161|2|0.0|1|-1|0|0.0|0|0.0|1|1|1|0|27.5|1|0|0|0|0|0|0|4
29952173|M|30|157|2|0.0|1|-1|0|1.0|0|5.0|1|0|1|1|29.5|3|-1|-1|0|0|1|0|2
24272693|M|29|161|3|-1.0|1|-1|0|0.0|0|5.0|3|0|0|0|25.0|3|1|1|0|0|0|0|4
27065773|M|30|162|1|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|1|-1|-1|0|0|0|0|3
2311643|M|30|160|3|-1.0|1|0|0|0.0|0|0.0|0|0|0|0|26.5|0|0|0|0|0|0|0|3
11871339|M|30|170|3|1.0|1|0|0|-1.0|0|5.0|0|0|0|0|23.0|4|0|-1|0|0|1|0|2
30563579|M|27|155|2|0.0|1|0|0|0.0|1|3.0|1|0|1|1|-1.0|2|1|0|0|0|0|1|1
1481638|M|34|168|2|1.0|0|1|1|0.0|0|0.0|0|0|0|0|28.0|1|0|-1|0|0|0|0|3
70801508|M|29|155|2|0.0|1|0|0|1.0|0|5.0|1|0|1|0|26.0|1|1|0|0|0|0|0|4
12420674|M|30|160|2|0.0|1|-1|0|0.0|0|3.0|3|1|1|0|25.0|0|0|0|0|0|0|1|4
1953702|M|31|165|3|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|24.5|3|1|1|0|0|0|0|3
14691478|M|34|160|2|0.0|1|-1|0|-1.0|0|3.0|1|1|1|0|22.0|3|-1|-1|0|0|0|1|2
33433724|M|23|165|2|0.0|1|-1|0|1.0|0|5.0|1|-1|0|-1|-1.0|3|1|0|0|0|1|1|1
13731570|M|31|168|3|0.0|1|-1|0|0.0|0|5.0|3|1|0|0|26.5|0|0|0|0|0|1|1|1
3789336|M|41|160|3|-1.0|1|-1|0|1.0|0|3.0|3|1|0|0|24.0|3|1|1|1|1|0|0|0
12038615|M|28|165|2|0.0|1|-1|0|0.0|0|3.0|1|0|1|0|-1.0|0|0|0|0|0|0|0|4
13222442|M|45|156|3|0.0|1|-1|1|1.0|0|5.0|3|1|0|0|27.0|0|0|0|1|0|0|0|0
32190636|M|23|165|1|-1.0|1|-1|0|0.0|0|5.0|1|0|1|-1|24.0|2|0|0|0|0|1|1|1
28822423|M|30|164|3|0.0|0|1|0|0.0|0||3|1|1|0|24.0|1|-1|-1|0|0|0|0|2
112437994|M|24|162|3|1.0|1|1|0|0.0|0|5.0|1|0|1|-1|25.0|1|-1|1|0|0|0|0|4
3826568|M|28|160|3|0.0|1|-1|0|0.0|0|5.0|0|0|1|0|26.0|3|1|0|0|0|0|1|4
34780125|M|26|160|5|0.0|1|-1|0|0.0|0|3.0|1|1|1|0|24.0|0|0|0|0|0|0|1|4
17692862|M|29|162|3|0.0|1|-1|0|0.0|0|5.0|-1|0|1|1|27.5|2|0|0|0|0|1|1|1
3751059|M|27|168|3|-1.0|1|-1|0|-1.0|0|3.0|1|0|0|0|24.0|3|1|1|0|0|0|1|4
32856087|M|26|168|1|-1.0|1|-1|0|0.0|0|2.0|1|0|1|0|30.5|1|0|-1|0|0|1|1|1
50490736|M|24|163|1|0.0|1|-1|0|0.0|0|5.0|3|1|0|-1|25.0|3|0|0|0|0|1|0|1
16789009|M|29|166|3|0.0|1|0|0|0.0|0|5.0|1|1|1|0|25.0|0|0|0|0|0|1|0|1
17207433|M|27|160|1|0.0|0|-1|0|-1.0|0|5.0|3|0|0|1|22.5|4|0|-1|0|0|1|1|2
35276624|M|26|162|2|0.0|1|-1|0|0.0|0|3.0|1|0|1|0|-1.0|2|1|0|0|0|0|0|4
14611911|M|27|158|1|0.0|1|-1|0|0.0|0|3.0|1|1|1|0|25.0|0|0|0|0|0|1|0|1
25382840|M|29|168|3|-1.0|1|-1|0|0.0|0|2.0|3|1|1|0|-1.0|0|0|0|0|0|0|0|4
4409778|M|31|160|5|-1.0|1|-1|0|0.0|0|5.0|1|0|1|1|24.0|0|0|0|0|0|0|0|4
13724226|M|29|160|2|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|2|0|1|0|0|0|0|3
24257505|M|28|164|1|0.0|1|-1|0|-1.0|0|5.0|1|0|1|0|26.0|3|1|0|0|0|1|0|1
27657766|M|24|166|3|0.0|1|-1|0|-1.0|0|5.0|3|0|1|0|-1.0|1|0|0|0|0|1|0|1
14468898|M|28|163|7|0.0|0|1|1|-1.0|1|5.0|-4|0|0|0|33.5|4|0|-1|0|0|1|0|3
24925794|M|36|161|1|1.0|1|1|1|0.0|0|5.0|1|1|-1|-1|-1.0|1|0|0|1|1|0|0|0
19619153|M|37|158|5|0.0|1|1|1|-1.0|0|5.0|3|1|1|0|22.5|1|0|-1|0|0|1|0|2
11923619|M|32|165|5|0.0|1|-1|0|0.0|0|5.0|1|-1|1|0|27.0|3|-1|-1|0|0|0|1|2
1097116|M|39|165|3|1.0|1|0|0|0.0|0|3.0|3|1|1|0|-1.0|4|1|0|0|0|0|0|4
3308605|M|29|165|2|-1.0|1|1|1|-1.0|0|3.0|1|0|1|1|25.0|1|1|0|0|0|0|0|4
14078555|M|31|158|3|-1.0|1|0|0|0.0|0|0.0|0|0|0|0|25.0|0|0|0|0|0|0|0|3
66535058|M|27|160|3|0.0|1|-1|0|0.0|0|0.0|3|0|1|1|-1.0|2|1|0|0|0|0|0|4
86630143|M|25|156|2|0.0|1|-1|0|-1.0|0|5.0|1|-1|1|0|21.0|0|0|0|0|0|0|0|4
20072770|M|41|156|2|0.0|1|-1|1|0.0|0|3.0|1|1|0|0|21.5|3|1|0|1|0|0|0|0
74006423|M|25|156|3|0.0|1|-1|0|0.0|0|5.0|3|0|1|0|24.0|1|1|0|0|0|0|0|4
30803260|M|23|158|3|0.0|1|-1|0|-1.0|1|2.0|3|1|1|1|22.0|3|-1|1|0|0|0|0|1
16934913|M|30|163|3|1.0|1|0|0|-1.0|0|0.0|3|1|1|0|24.0|4|0|-1|0|0|0|0|2
5250958|M|26|157|2|0.0|0|-1|0|0.0|0|5.0|1|0|0|0|-1.0|1|0|-1|0|0|0|0|2
1316247|M|33|162|2|-1.0|1|-1|0|1.0|0|5.0|0|0|1|0|25.0|3|0|0|1|1|0|0|0
19839890|M|30|153|3|0.0|1|-1|1|1.0|1|3.0|3|1|0|0|-1.0|1|0|0|0|0|0|1|1
18526161|M|30|169|2|0.0|1|-1|0|0.0|0|0.0|3|0|0|1|-1.0|3|0|0|0|0|0|0|3
3199453|M|38|163|2|0.0|0|-1|1|2.0|0|3.0|3|1|1|0|27.5|1|0|0|1|0|1|0|0
13931339|M|35|160|3|-1.0|1|0|0|0.0|0|5.0|0|0|0|0|26.0|1|0|1|0|0|0|0|4
2200911|M|39|165|3|2.0|1|-1|1|-1.0|0|5.0|3|1|1|0|25.0|0|0|0|1|0|0|1|0
41208377|M|26|160|3|-1.0|1|0|0|0.0|0|3.0|1|0|0|0|22.5|1|-1|-1|0|0|0|1|2
16670567|M|40|168|2|-1.0|1|1|1|0.0|0|5.0|1|1|0|-1|30.0|1|0|1|1|1|1|1|0
14256250|M|33|160|3|-1.0|1|-1|0|0.0|0|5.0|3|1|1|1|25.0|1|0|0|0|0|0|1|4
12263769|M|36|158|1|-1.0|1|-1|0|-1.0|0|5.0|-4|1|1|-1|21.5|0|0|0|1|1|0|0|0
28220666|M|31|160|2|-1.0|1|0|0|0.0|0||0|0|0|0|23.5|3|0|0|1|0|0|0|3
17041967|M|24|160|2|0.0|1|-1|0|0.0|0|3.0|1|1|1|1|27.5|1|1|0|0|0|0|1|4
12773046|M|29|156|1|0.0|0|-1|1|-1.0|0|5.0|3|0|1|0|21.0|1|-1|-1|0|0|0|1|2
4414256|M|42|165|3|0.0|1|0|1|0.0|0|5.0|3|1|0|0|27.5|3|0|1|1|0|0|0|0
3374901|M|29|176|2|-1.0|1|-1|0|-1.0|0|0.0|0|0|0|0|19.333333333333332|0|0|0|0|0|0|0|3
79107960|M|26|168|1|0.0|1|0|0|0.0|0|0.0|0|0|0|0|-1.0|3|1|0|0|0|0|0|3
5016992|M|28|160|2|-1.0|1|0|0|-1.0|0|5.0|0|-1|1|1|24.0|2|1|1|0|0|1|0|1
25854328|M|31|158|3|0.0|1|-1|0|1.0|0|3.0|1|0|1|1|26.0|0|0|0|0|0|1|0|1
4803753|M|27|160|2|-1.0|1|-1|0|0.0|0|5.0|1|-1|1|1|25.0|4|0|-1|0|0|1|0|2
5158512|M|27|160|2|0.0|1|-1|0|0.0|0|5.0|3|1|1|1|24.0|0|0|0|0|0|1|0|1
32299131|M|27|160|2|0.0|1|-1|0|-1.0|0|2.0|3|1|1|0|-1.0|3|0|0|0|0|0|0|4
1761340|M|42|160|2|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|27.5|3|1|0|1|0|0|0|3
14951423|M|37|158|2|0.0|0|1|0|0.0|0|5.0|3|0|0|0|-1.0|1|0|-1|1|1|0|1|0
4107622|M|29|160|2|-1.0|1|0|0|0.0|0|3.0|3|1|0|0|25.5|2|1|0|0|0|0|0|4
2529223|M|33|155|2|0.0|1|1|1|0.0|0|5.0|1|1|0|0|22.0|0|0|0|0|0|0|0|4
28980790|M|32|156|2|0.0|1|0|0|0.0|0|5.0|1|1|1|0|26.5|0|0|0|1|0|0|1|4
31950127|M|27|162|3|0.0|1|0|0|0.0|0|5.0|3|1|0|0|-1.0|3|1|0|0|0|0|0|4
29103731|M|24|160|2|-1.0|1|-1|0|0.0|0|3.0|3|1|1|1|25.0|1|-1|-1|0|0|0|0|2
19552312|M|30|165|5|0.0|1|-1|0|0.0|0|5.0|1|0|1|0|25.0|3|0|0|0|0|1|0|1
21965799|M|29|165|3|-1.0|1|-1|0|0.0|0|0.0|3|-1|0|0|29.0|3|-1|-1|0|0|0|0|2
25204330|M|31|170|2|-1.0|1|0|0|0.0|1|5.0|0|0|0|1|-1.0|3|1|0|0|0|1|1|1
12194063|M|33|165|2|0.0|1|-1|0|1.0|0|3.0|1|-1|1|-1|27.5|0|0|0|0|0|1|1|1
12982525|M|32|158|1|-1.0|1|0|0|-1.0|0|5.0|0|0|1|1|22.5|1|0|0|0|0|1|0|1
20096507|M|50|158|2|0.0|1|-1|1|0.0|1|5.0|3|1|-1|0|26.5|0|0|0|1|1|1|1|0
7167671|M|31|165|2|0.0|1|-1|0|0.0|0|5.0|3|1|1|1|27.5|3|0|0|0|0|1|0|1
14169495|M|32|160|3|-1.0|1|-1|0|0.0|0|3.0|3|1|1|1|24.5|3|1|0|0|0|0|0|4
1905303|M|28|156|2|0.0|1|-1|0|0.0|0|2.0|1|1|1|1|24.5|3|1|0|0|0|0|0|4
12957792|M|29|169|3|2.0|1|-1|1|0.0|1|2.0|3|1|1|0|28.5|2|1|0|1|0|0|0|1
2521152|M|27|165|2|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|27.5|3|1|0|0|0|0|0|3
11779048|M|29|165|3|0.0|1|-1|1|-1.0|0|5.0|1|0|0|0|25.5|4|0|-1|0|0|0|0|2
4660728|M|32|165|5|-1.0|1|-1|0|0.0|0|5.0|1|1|1|1|-1.0|3|-1|-1|0|0|0|0|2
16370330|M|25|163|2|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|4|0|-1|0|0|0|0|3
12388333|M|33|160|2|0.0|1|-1|0|0.0|0|3.0|3|0|1|0|26.5|3|1|0|0|0|0|0|4
70288999|M|20|160|1|-1.0|1|-1|0|0.0|0|5.0|3|-1|0|1|30.0|2|1|0|0|0|0|0|4
5316475|M|35|158|2|0.0|0|-1|0|0.0|0|3.0|1|1|1|0|24.5|0|0|0|0|0|0|0|4
13877807|M|44|160|3|0.0|1|0|1|0.0|0|5.0|1|1|0|0|24.0|3|-1|-1|1|0|0|1|0
3813639|M|30|172|2|0.0|1|0|0|0.0|0|0.0|0|-1|0|0|25.0|3|1|0|1|0|0|0|3
30703454|M|32|161|5|2.0|1|-1|0|0.0|1|3.0|3|0|1|0|25.0|0|0|0|0|0|0|0|1
11610737|M|30|161|2|-1.0|1|-1|0|0.0|0|3.0|1|1|1|0|25.5|1|0|1|0|0|0|0|4
78114448|M|27|156|2|0.0|1|-1|0|0.0|0|5.0|3|1|1|1|-1.0|1|0|-1|0|0|1|0|2
53029212|M|20|165|3|0.0|1|1|0|-1.0|0|3.0|3|1|0|0|26.5|3|1|0|0|0|0|0|4
4826850|M|35|155|2|0.0|1|-1|0|0.0|0|5.0|1|1|1|1|22.5|1|0|-1|0|0|0|0|2
75609865|M|27|160|1|1.0|1|-1|0|0.0|0|3.0|1|0|1|-1|27.5|2|1|0|1|0|0|0|4
26815453|M|27|155|2|0.0|1|-1|0|0.0|0|5.0|3|-1|1|0|24.0|1|0|0|0|0|0|0|4
14048769|M|27|170|3|-1.0|1|-1|0|0.0|0|3.0|3|0|1|0|29.0|3|1|0|0|0|0|0|4
30781785|M|24|160|2|0.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|1|0|1|0|0|0|0|3
24410296|M|27|162|3|-1.0|1|-1|0|1.0|0|5.0|1|1|1|0|27.5|1|0|1|0|0|0|0|4
1927066|M|29|170|2|0.0|0|-1|0|-1.0|0|0.0|0|0|1|0|25.0|3|1|1|0|0|0|0|3
1801236|M|32|163|2|1.0|1|-1|0|-1.0|1|5.0|3|1|1|1|23.0|3|0|-1|0|0|1|0|1
1996290|M|31|163|3|-1.0|1|-1|0|-1.0|0|5.0|1|-1|1|0|23.0|3|1|0|0|0|1|0|1
19894451|M|31|157|3|0.0|1|-1|0|0.0|0|5.0|3|0|1|0|23.5|3|1|0|0|0|0|0|4
12357669|M|32|165|2|-1.0|1|-1|1|0.0|0|5.0|-1|0|0|0|25.0|3|1|1|1|1|0|0|0
12323520|M|29|165|2|-1.0|1|1|0|-1.0|0|2.0|3|0|1|0|22.5|1|-1|-1|0|0|0|0|2
12380648|M|35|157|3|0.0|1|-1|0|1.0|0|3.0|1|1|1|1|29.0|3|0|0|0|0|0|1|4
89133753|M|21|160|1|0.0|0|0|0|0.0|0|3.0|0|0|0|0|-1.0|1|0|-1|0|0|0|0|3
45550881|M|32|164|3|-1.0|1|-1|0|0.0|0|2.0|0|0|0|0|28.5|2|-1|1|0|0|0|0|3
19251794|M|30|158|2|0.0|0|0|0|0.0|0|0.0|0|0|1|0|-1.0|1|0|0|0|0|0|0|3
11919089|M|35|163|5|0.0|1|0|0|-1.0|0|5.0|0|0|0|0|23.0|1|-1|-1|0|0|0|0|2
2001561|M|45|168|2|-1.0|1|-1|1|0.0|0|5.0|3|1|0|0|27.5|1|-1|-1|1|1|0|0|0
18592874|M|31|160|4|1.0|1|-1|0|-1.0|0|2.0|3|-1|1|1|23.0|4|0|-1|0|0|0|1|2
5082511|M|31|162|2|0.0|1|1|0|0.0|0|5.0|3|1|1|0|25.0|0|0|0|0|0|1|0|1
26788761|M|29|163|3|0.0|1|-1|1|1.0|0|1.0|1|0|1|0|27.0|2|-1|1|0|0|1|0|1
32343608|M|27|165|1|-1.0|1|-1|0|1.0|0|5.0|1|1|1|1|-1.0|3|1|0|0|0|0|0|4
35089226|M|29|162|3|0.0|1|0|0|-1.0|0|3.0|1|0|1|0|-1.0|0|0|0|0|0|0|0|4
2067913|M|28|162|3|1.0|1|-1|0|-1.0|0|5.0|3|1|1|1|22.0|0|0|0|0|0|0|0|4
41094130|M|24|167|1|0.0|1|-1|0|0.0|1|3.0|3|1|1|0|27.5|3|1|0|0|0|0|0|1
13609636|M|31|162|1|0.0|1|0|0|-1.0|0|5.0|1|-1|-1|0|24.0|1|-1|-1|0|0|1|0|2
4020461|M|35|165|3|0.0|1|-1|0|1.0|0|5.0|3|1|1|0|30.0|3|0|-1|0|0|1|0|2
2397796|M|35|155|3|-1.0|0|-1|0|1.0|0|5.0|1|0|1|0|24.0|2|0|0|0|0|0|0|4
3412699|M|37|170|3|-1.0|1|-1|0|0.0|0|0.0|3|1|1|-1|22.5|4|0|-1|0|0|0|0|2
15128474|M|32|163|3|0.0|0|0|0|0.0|0|5.0|3|1|1|0|-1.0|3|-1|-1|0|0|1|0|2
23653575|M|31|160|2|1.0|1|1|0|0.0|0|3.0|3|-1|0|0|24.0|3|1|0|0|0|0|1|4
21406147|M|28|168|2|0.0|1|0|0|0.0|0|3.0|3|0|0|0|-1.0|0|0|0|0|0|1|0|1
31138442|M|31|160|3|1.0|1|-1|0|0.0|0|3.0|1|0|1|0|26.5|3|-1|-1|0|0|0|1|2
